timestamp,open,high,low,close,volume
2023-07-26 00:00:00+00:00,1.0,1.05,1.0,1.0008,4342792.0
2023-07-27 00:00:00+00:00,1.0008,1.0017,1.0004,1.0007,394028.0
2023-07-28 00:00:00+00:00,1.0007,1.0021,1.0005,1.0005,1310839.0
2023-07-29 00:00:00+00:00,1.0005,1.0009,1.0005,1.0007,618843.0
2023-07-30 00:00:00+00:00,1.0007,1.0009,1.0004,1.0008,66145.0
2023-07-31 00:00:00+00:00,1.0008,1.0008,0.9996,1.0,2813006.0
2023-08-01 00:00:00+00:00,1.0,1.02,1.0,1.001,194175294.0
2023-08-02 00:00:00+00:00,1.001,1.0018,1.0002,1.0005,65855538.0
2023-08-03 00:00:00+00:00,1.0005,1.0017,1.0004,1.0011,21935814.0
2023-08-04 00:00:00+00:00,1.0011,1.0017,1.0007,1.0013,28245020.0
2023-08-05 00:00:00+00:00,1.0013,1.0016,1.0008,1.0009,20597148.0
2023-08-06 00:00:00+00:00,1.001,1.0011,1.0003,1.0008,20375770.0
2023-08-07 00:00:00+00:00,1.0008,1.0014,1.0,1.0006,14407476.0
2023-08-08 00:00:00+00:00,1.0006,1.0011,1.0002,1.0006,13114680.0
2023-08-09 00:00:00+00:00,1.0005,1.0008,1.0004,1.0005,10590689.0
2023-08-10 00:00:00+00:00,1.0005,1.0006,1.0002,1.0005,11845158.0
2023-08-11 00:00:00+00:00,1.0005,1.0007,1.0001,1.0005,9504462.0
2023-08-12 00:00:00+00:00,1.0006,1.0009,1.0001,1.0001,6423612.0
2023-08-13 00:00:00+00:00,1.0001,1.0005,0.9996,0.9998,10612024.0
2023-08-14 00:00:00+00:00,0.9997,1.0003,0.9989,0.9998,13223912.0
2023-08-15 00:00:00+00:00,0.9997,1.0007,0.9995,1.0003,29613808.0
2023-08-16 00:00:00+00:00,1.0003,1.0015,1.0001,1.0006,38739604.0
2023-08-17 00:00:00+00:00,1.0006,1.001,0.9978,0.9992,56215691.0
2023-08-18 00:00:00+00:00,0.9991,1.0002,0.999,1.0,23339694.0
2023-08-19 00:00:00+00:00,1.0001,1.0004,0.9999,1.0003,9296003.0
2023-08-20 00:00:00+00:00,1.0002,1.0006,1.0,1.0003,7271854.0
2023-08-21 00:00:00+00:00,1.0003,1.0005,1.0001,1.0003,9729218.0
2023-08-22 00:00:00+00:00,1.0002,1.0007,1.0001,1.0003,10068013.0
2023-08-23 00:00:00+00:00,1.0003,1.0184,0.9996,1.0003,11429900.0
2023-08-24 00:00:00+00:00,1.0002,1.0006,1.0001,1.0003,10288182.0
2023-08-25 00:00:00+00:00,1.0003,1.0007,1.0001,1.0005,11963046.0
2023-08-26 00:00:00+00:00,1.0005,1.0005,1.0002,1.0002,5577087.0
2023-08-27 00:00:00+00:00,1.0003,1.0005,1.0001,1.0003,6017278.0
2023-08-28 00:00:00+00:00,1.0002,1.0003,0.9994,0.9999,19828223.0
2023-08-29 00:00:00+00:00,0.9998,1.0001,0.999,0.9993,31350903.0
2023-08-30 00:00:00+00:00,0.9993,0.9998,0.9991,0.9991,13433130.0
2023-08-31 00:00:00+00:00,0.9991,1.0,0.9984,0.999,50193870.0
2023-09-01 00:00:00+00:00,0.999,0.9995,0.9987,0.999,24961954.0
2023-09-02 00:00:00+00:00,0.999,0.9992,0.9989,0.9992,9900258.0
2023-09-03 00:00:00+00:00,0.9991,0.9994,0.9991,0.9993,6037123.0
2023-09-04 00:00:00+00:00,0.9992,0.9994,0.9992,0.9993,5669965.0
2023-09-05 00:00:00+00:00,0.9993,0.9995,0.9991,0.9995,10916991.0
2023-09-06 00:00:00+00:00,0.9995,0.9995,0.9991,0.9993,14736048.0
2023-09-07 00:00:00+00:00,0.9993,0.9998,0.9992,0.9998,19567661.0
2023-09-08 00:00:00+00:00,0.9998,0.9999,0.9995,0.9996,23543424.0
2023-09-09 00:00:00+00:00,0.9997,0.9998,0.9996,0.9998,8612225.0
2023-09-10 00:00:00+00:00,0.9998,0.9999,0.9995,0.9996,15014196.0
2023-09-11 00:00:00+00:00,0.9997,0.9997,0.9991,0.9996,51568381.0
2023-09-12 00:00:00+00:00,0.9996,1.0,0.9994,0.9996,54014624.0
2023-09-13 00:00:00+00:00,0.9997,0.9999,0.9996,0.9997,46680474.0
2023-09-14 00:00:00+00:00,0.9997,0.9999,0.9996,0.9997,56106112.0
2023-09-15 00:00:00+00:00,0.9997,0.9998,0.9996,0.9997,46776739.0
2023-09-16 00:00:00+00:00,0.9997,0.9998,0.9996,0.9997,19924044.0
2023-09-17 00:00:00+00:00,0.9997,0.9997,0.9996,0.9996,14233990.0
2023-09-18 00:00:00+00:00,0.9997,1.0,0.9995,0.9996,85253502.0
2023-09-19 00:00:00+00:00,0.9997,1.0,0.9995,0.9999,92575247.0
2023-09-20 00:00:00+00:00,0.9998,1.0,0.9997,0.9999,90884380.0
2023-09-21 00:00:00+00:00,0.9999,1.0,0.9996,0.9997,69978719.0
2023-09-22 00:00:00+00:00,0.9998,0.9998,0.9996,0.9997,34038327.0
2023-09-23 00:00:00+00:00,0.9997,0.9997,0.9995,0.9996,15907143.0
2023-09-24 00:00:00+00:00,0.9996,0.9997,0.9992,0.9994,35876387.0
2023-09-25 00:00:00+00:00,0.9995,0.9999,0.9994,0.9997,76925656.0
2023-09-26 00:00:00+00:00,0.9997,0.9998,0.9996,0.9997,30079992.0
2023-09-27 00:00:00+00:00,0.9997,1.0005,0.9996,0.9998,120909996.0
2023-09-28 00:00:00+00:00,0.9998,1.0004,0.9995,0.9996,178680705.0
2023-09-29 00:00:00+00:00,0.9997,0.9997,0.9993,0.9995,91949840.0
2023-09-30 00:00:00+00:00,0.9994,0.9995,0.9993,0.9994,29225941.0
2023-10-01 00:00:00+00:00,0.9995,0.9997,0.9994,0.9996,59693610.0
2023-10-02 00:00:00+00:00,0.9996,1.0,0.9993,0.9995,166068915.0
2023-10-03 00:00:00+00:00,0.9995,0.9996,0.9993,0.9995,104409605.0
2023-10-04 00:00:00+00:00,0.9995,0.9997,0.9994,0.9997,111401259.0
2023-10-05 00:00:00+00:00,0.9997,0.9998,0.9994,0.9994,102068868.0
2023-10-06 00:00:00+00:00,0.9994,0.9996,0.9993,0.9994,150255705.0
2023-10-07 00:00:00+00:00,0.9995,0.9995,0.999,0.9993,54455977.0
2023-10-08 00:00:00+00:00,0.9993,0.9994,0.9989,0.9992,79199913.0
2023-10-09 00:00:00+00:00,0.9991,0.9993,0.9989,0.9993,131117871.0
2023-10-10 00:00:00+00:00,0.9992,1.0007,0.9992,1.0004,262465979.0
2023-10-11 00:00:00+00:00,1.0003,1.0007,1.0,1.0001,205630667.0
2023-10-12 00:00:00+00:00,1.0001,1.0002,0.9995,1.0,85931504.0
2023-10-13 00:00:00+00:00,1.0,1.0006,0.9998,1.0002,121591954.0
2023-10-14 00:00:00+00:00,1.0002,1.0004,1.0,1.0002,51132245.0
2023-10-15 00:00:00+00:00,1.0003,1.0004,0.9993,0.9999,105119908.0
2023-10-16 00:00:00+00:00,0.9999,1.0003,0.9998,1.0001,410327800.0
2023-10-17 00:00:00+00:00,1.0002,1.0002,0.9999,1.0,196762591.0
2023-10-18 00:00:00+00:00,1.0001,1.0002,0.9995,0.9998,145640082.0
2023-10-19 00:00:00+00:00,0.9997,1.0,0.9995,0.9998,197174245.0
2023-10-20 00:00:00+00:00,0.9999,1.0001,0.9995,0.9997,236131662.0
2023-10-21 00:00:00+00:00,0.9997,0.9998,0.9995,0.9998,101894148.0
2023-10-22 00:00:00+00:00,0.9998,0.9998,0.9994,0.9996,100862200.0
2023-10-23 00:00:00+00:00,0.9996,0.9998,0.9994,0.9995,387012376.0
2023-10-24 00:00:00+00:00,0.9994,0.9996,0.9966,0.9994,775959716.0
2023-10-25 00:00:00+00:00,0.9993,0.9997,0.9993,0.9996,355401607.0
2023-10-26 00:00:00+00:00,0.9996,0.9999,0.9993,0.9998,146992950.0
2023-10-27 00:00:00+00:00,0.9998,1.0013,0.9996,1.0007,216102726.0
2023-10-28 00:00:00+00:00,1.0007,1.0019,1.0006,1.0017,125093129.0
2023-10-29 00:00:00+00:00,1.0017,1.0022,1.0012,1.002,77857899.0
2023-10-30 00:00:00+00:00,1.002,1.0024,1.0005,1.0016,179760842.0
2023-10-31 00:00:00+00:00,1.0016,1.0019,0.9999,1.0006,176315089.0
2023-11-01 00:00:00+00:00,1.0006,1.0009,0.9998,1.0,246175994.0
2023-11-02 00:00:00+00:00,1.0,1.0004,0.9991,0.9996,196900909.0
2023-11-03 00:00:00+00:00,0.9996,0.9997,0.9988,0.9995,168214680.0
2023-11-04 00:00:00+00:00,0.9996,0.9998,0.9991,0.9993,99817576.0
2023-11-05 00:00:00+00:00,0.9993,0.9994,0.9985,0.999,107370869.0
2023-11-06 00:00:00+00:00,0.999,0.9997,0.9987,0.9993,125782904.0
2023-11-07 00:00:00+00:00,0.9992,0.9999,0.9989,0.9995,157779774.0
2023-11-08 00:00:00+00:00,0.9994,0.9998,0.9992,0.9995,110387032.0
2023-11-09 00:00:00+00:00,0.9996,0.9998,0.9987,0.9991,277846410.0
2023-11-10 00:00:00+00:00,0.9991,0.9995,0.9987,0.9991,222944716.0
2023-11-11 00:00:00+00:00,0.999,0.9992,0.9988,0.999,120926945.0
2023-11-12 00:00:00+00:00,0.999,0.9993,0.9988,0.9993,88626143.0
2023-11-13 00:00:00+00:00,0.9993,0.9999,0.9988,0.9995,147179415.0
