timestamp,open,high,low,close,volume
2024-12-17 00:00:00+00:00,0.003375,0.07,0.003375,0.02865,12877737215.0
2024-12-18 00:00:00+00:00,0.02865,0.0395,0.0262,0.035593,14586458581.0
2024-12-19 00:00:00+00:00,0.035593,0.036959,0.026831,0.028612,8742584654.0
2024-12-20 00:00:00+00:00,0.028617,0.02996,0.022654,0.027829,6588627345.0
2024-12-21 00:00:00+00:00,0.027834,0.032307,0.027354,0.028633,4975769822.0
2024-12-22 00:00:00+00:00,0.02862,0.028625,0.025394,0.025989,2795269834.0
2024-12-23 00:00:00+00:00,0.025991,0.030964,0.025185,0.03024,3435500675.0
2024-12-24 00:00:00+00:00,0.030246,0.03762,0.028033,0.035874,8963693083.0
2024-12-25 00:00:00+00:00,0.035873,0.039488,0.034344,0.037742,5647550961.0
2024-12-26 00:00:00+00:00,0.037743,0.0435,0.036131,0.038156,7717305970.0
2024-12-27 00:00:00+00:00,0.038157,0.038233,0.033256,0.033915,3421025241.0
2024-12-28 00:00:00+00:00,0.033916,0.036972,0.033158,0.036052,2788344794.0
2024-12-29 00:00:00+00:00,0.03606,0.036538,0.0315,0.031915,1891169595.0
2024-12-30 00:00:00+00:00,0.031916,0.033099,0.03002,0.031008,1928305219.0
2024-12-31 00:00:00+00:00,0.031006,0.034371,0.0296,0.033326,2362685107.0
